name,symbol,country,exchange,sector
Guosheng Financial Holding Inc. A ,002670,china,xshe,industrial electronics
Guotai Epoint Software Co. Ltd. A ,688232,china,xshg,software
Guotai Junan International Holdings Ltd. ,1788,hong kong,xhkg,securities
Guotai Junan Securities Co. Ltd. ,601211,china,xshg,securities
Guotai Junan Securities Co. Ltd. ,2611,hong kong,xhkg,securities
Guotai Junan Securities JSC ,ivs,vietnam,hstc,securities
Guoyuan Securities Co. Ltd. ,000728,china,xshe,securities
Gurit Holding AG ,0qqr,united kingdom,xlon,chemicals
Gurit Holding AG ,gurn,switzerland,xswx,chemicals
Gurktaler AG ,gags,austria,xwbo,alcoholic beverages/drinks
Gurktaler AG NV ,gagv,austria,xwbo,alcoholic beverages/drinks
Gur-Sel Turizm Tasimacilik ve Servis Ticaret A.S. ,grsel.e,turkey,xist,"passenger transport, other"
Guru Online (Holdings) Ltd. ,8121,hong kong,xhkg,advertising/marketing/public relations
GURU Organic Energy Corp. ,guru,canada,xtse,non-alcoholic beverages/drinks
Gurunavi Inc. ,2440,japan,xtks,internet/online
Gusbourne PLC ,gus,united kingdom,xlon,alcoholic beverages/drinks
Gushen Inc. ,gshn,united states,ootc,diversified business services
Gushengtang Holdings Ltd. ,2273,hong kong,xhkg,healthcare provision
Guskin Gold Corp. ,gkin,united states,ootc,gold
Guyana Gold Corp. ,gygc,united states,ootc,gold
Guyoung Technology Co. Ltd. ,053270,south korea,xkrx,motor vehicle parts
G-Vision International (Holdings) Ltd. ,657,hong kong,xhkg,restaurants
GVS S.p.A. ,gvs,italy,xmil,industrial products
GW Vitek Co. Ltd. ,036180,south korea,xkrx,biotechnology
GWA Group Ltd. ,gwa,australia,xasx,building materials/products
Gwanak Construction & Equipment Service Co. Ltd. ,076340,south korea,xkon,construction
GwangjuShinsegae Co. Ltd. ,037710,south korea,xkrx,mixed retailing
GWB Immobilien AG ,g7b,germany,xfra,real estate developers
GWG Holdings Inc. ,gwghq,united states,ootc,life insurance
GWR Group Ltd. ,gwr,australia,xasx,general mining
GX Acquisition Corp. II ,gxiiu,united states,xnas,shell companies
GX Acquisition Corp. II Cl A ,gxii,united states,xnas,shell companies
GX Acquisition Corp. II Wt ,gxiiw,united states,xnas,None
GXO Logistics Inc. ,gxo,united states,xnys,transportation services
GxP German Properties AG ,gxp1,germany,xham,None
Gyan Developers & Builders Ltd. ,530141,india,xbom,real estate developers
G-Yen Hutong Co. Ltd. ,2761,taiwan,roco,food retail
GYG PLC ,gyg,united kingdom,xlon,water transport/shipping
