name,symbol,country,exchange,sector
LB Lusem Co. Ltd. ,376190,south korea,xkrx,semiconductors
LB Semicon Inc. ,061970,south korea,xkrx,semiconductors
LBC Express Holdings Inc. ,lbc,philippines,xphs,transportation services
LBG Media PLC ,lbg,united kingdom,xlon,publishing
LBI Capital Bhd ,8494,malaysia,xkls,real estate developers
LBS Bina Group Bhd ,5789,malaysia,xkls,real estate developers
LBT Innovations Ltd. ,lbt,australia,xasx,medical equipment/supplies
LBX Pharmacy Chain JSC A ,603883,china,xshg,drug retail
LCI Industries ,lcii,united states,xnys,motor vehicle parts
LCK Global Kedaton ,lckm,indonesia,xidx,construction
LCNB Corp. ,lcnb,united states,xnas,banking
LCP Holdings & Investments Public Ltd. ,li,cyprus,xcys,securities
LC-TEC Holding AB ,lct,sweden,xngm,industrial electronics
LCY Technology Corp. ,4989,taiwan,xtai,non-ferrous metals
LD Intelligent Technology Co. Ltd. ,300883,china,xshe,containers/packaging
LDB Capital Corp. ,ldb.p,canada,xtsx,shell companies
LDC Dental PCL ,ldc,thailand,xbkk,healthcare provision
LDG Investment JSC ,ldg,vietnam,xstc,real estate developers
LDH Growth Corp. I ,ldhau,united states,xnas,shell companies
LDH Growth Corp. I Cl A ,ldha,united states,xnas,shell companies
LDH Growth Corp. I Wt ,ldhaw,united states,xnas,None
LDR Turizm A.S. ,lider.e,turkey,xist,general services
LDT Inc. ,096870,south korea,xkrx,semiconductors
Le Lavoir Ltd. ,539814,india,xbom,wholesalers
Le Saunda Holdings Ltd. ,738,hong kong,xhkg,clothing retail
Le Young Construction Co. Ltd. ,2599,taiwan,roco,residential building construction
Lead Co. Inc. ,6982,japan,xtks,motor vehicle parts
Lead Data Inc. ,2443,taiwan,xtai,computers/consumer electronics
Lead Edge Growth Opportunities Ltd. ,legau,united states,xnas,shell companies
Lead Edge Growth Opportunities Ltd. Cl A ,lega,united states,xnas,shell companies
Lead Edge Growth Opportunities Ltd. Wt ,legaw,united states,xnas,None
Lead Financial Services Ltd. ,531288,india,xbom,finance companies
Leadcorp Inc. ,012700,south korea,xkrx,oil & gas products/services
LeadDesk Oyj ,leadd,finland,xhel,software
Leader Capital Holdings Corp. ,lchd,united states,ootc,computer services
Leader Education Ltd. ,1449,hong kong,xhkg,consumer services
Leader Electronics Inc. ,3058,taiwan,xtai,industrial electronics
Leader Environmental Technologies Ltd. ,ls9,singapore,xses,industrial machinery
Leader Harmonious Drive Systems Co. Ltd. A ,688017,china,xshg,industrial electronics
Leader Steel Holdings Bhd ,9881,malaysia,xkls,iron/steel
Leaders Cosmetics Co. Ltd. ,016100,south korea,xkrx,personal care products/appliances
Leaders Technology Investment Co. Ltd. ,019570,south korea,xkrx,finance companies
Leadership Bolsa S.A. ,s1902,spain,xmad,mutual & other funds
Leading Edge Materials Corp. ,lem,canada,xtsx,coal
Leading Edge Materials Corp. ,lemif,united states,ootc,coal
Leading Edge Materials Corp. ,lemse,sweden,xsto,coal
Leading Holdings Group Ltd. ,6999,hong kong,xhkg,real estate developers
Leading Leasing Finance & Investment Co. Ltd. ,540360,india,xbom,finance companies
Leadtek Research Inc. ,2465,taiwan,xtai,computers/consumer electronics
Leadtrend Technology Corp. ,3588,taiwan,xtai,semiconductors
Leaf Mobile Inc. ,eagrf,united states,ootc,shell companies
Leaf Mobile Inc. ,eagr,canada,xtse,shell companies
Leafbuyer Technologies Inc. ,lbuy,united states,ootc,publishing
Leafly Holdings Inc. ,lfly,united states,xnas,pharmaceuticals
Leafly Holdings Inc. Wt ,lflyw,united states,xnas,None
Leaguer Shenzhen MicroElectronics Corp. A ,688589,china,xshg,semiconductors
Lealea Enterprise Co. Ltd. ,1444,taiwan,xtai,clothing
Lealea Hotels & Resorts Co. Ltd. ,5364,taiwan,roco,hotels
Lealtad 2000 S.A. ,s1903,spain,xmad,mutual & other funds
LeanLife Health Inc. ,lnlhf,united states,ootc,food products
LeanLife Health Inc. ,llp,canada,xcnq,food products
Leap Therapeutics Inc. ,lptx,united states,xnas,biotechnology
Lear Corp. ,lea,united states,xnys,motor vehicle parts
Learn CW Investment Corp. ,lcw.ut,united states,xnys,shell companies
Learn CW Investment Corp. Cl A ,lcw,united states,xnys,shell companies
Learn CW Investment Corp. Wt ,lcw.wt,united states,xnys,None
