name,symbol,country,exchange,sector
Ultrapar Participacoes S/A ADR ,ugr,germany,xfra,gas utilities
Ultrapar Participacoes S/A ADR ,ugp,united states,xnys,gas utilities
Ultrapar Participacoes S/A Ord ,ugpa3,brazil,bvmf,gas utilities
UltraTech Cement Ltd. ,532538,india,xbom,None
Uluru Co. Ltd. ,3979,japan,xtks,computer services
Ulusal Faktoring A.S. ,ulufa.e,turkey,xist,consumer finance
Ulusoy Elektrik Imalat Taahhut ve Ticaret A.S. ,uluse.e,turkey,xist,industrial electronics
Ulusoy Un Sanayi ve Ticaret A.S. ,uluun.e,turkey,xist,food products
ULVAC Inc. ,6728,japan,xtks,precision products
Uma Exports Ltd. ,543513,india,xbom,wholesalers
Umalis Group ,mlumg,france,xpar,employment/training services
Umang Dairies Ltd. ,500231,india,xbom,None
Umanis S.A. ,alums,france,xpar,computer services
Umatrin Holding Ltd. ,umhl,united states,ootc,personal care products/appliances
Umax Group Corp. ,umax,united states,ootc,shell companies
UMB Financial Corp. ,umbf,united states,xnas,banking
Umbra Applied Technologies Group Inc. ,uatg,united states,ootc,environment/waste management
UMC Electronics Co. Ltd. ,6615,japan,xtks,industrial electronics
U-Media Communications Inc. ,6470,taiwan,roco,networking
Umeme Ltd. ,umem,uganda,xuga,electric utilities
Umenohana Co. Ltd. ,7604,japan,xtks,restaurants
UMH Properties Inc. ,umh,united states,xnys,residential reits
UMH Properties Inc. 6.75% Cum. Redeem. Pfd. Series C ,umh.prc,united states,xnys,residential reits
UMH Properties Inc. Cum. Redeem. Pfd. Series D ,umh.prd,united states,xnys,residential reits
Umicore S.A. ,umi,belgium,xbru,environment/waste management
Umicore S.A. ,umi,austria,xwbo,environment/waste management
Umicore S.A. ,umin,mexico,xmex,environment/waste management
Umicore S.A. ,0ruy,united kingdom,xlon,environment/waste management
Umicore S.A. ,umicf,united states,ootc,environment/waste management
Umicore S.A. ,nvjp,united states,xetr,environment/waste management
Umicore SA ADR ,umicy,united states,ootc,environment/waste management
Umida Group AB Series B ,umida.b,sweden,xsat,alcoholic beverages/drinks
U-Ming Marine Transport Corp. ,2606,taiwan,xtai,water transport/shipping
Umiya Tubes Ltd. ,539798,india,xbom,iron/steel
Umm Al Qaiwain General Investments Co. P.S.C. ,qic,kuwait,xkuw,finance companies
Umm Al Qura Cement ,3005,saudi arabia,xsau,building materials/products
UMP Healthcare Holdings Ltd. ,722,hong kong,xhkg,healthcare provision
Umpqua Holdings Corp. ,umpq,united states,xnas,banking
UMS Holdings Bhd ,7137,malaysia,xkls,industrial machinery
UMS Holdings Ltd. ,558,singapore,xses,semiconductors
UMS-Neiken Group Bhd ,7227,malaysia,xkls,industrial electronics
UMT United Mobility Technology AG ,umdk,united states,xetr,consumer finance
UMW Holdings Bhd ,4588,malaysia,xkls,automobiles
UmweltBank AG ,ubk,united states,xetr,banking
Undelun Invest S.A. ,s3445,spain,xmad,mutual & other funds
Under Armour Inc. Cl A ,uaa,united states,xnys,clothing
Under Armour Inc. Cl A ,0r2i,united kingdom,xlon,clothing
Under Armour Inc. Cl C ,0lik,united kingdom,xlon,clothing
Under Armour Inc. Cl C ,ua,united states,xnys,clothing
UnderSea Recovery Corp. ,undr,united states,ootc,diversified business services
Unet Credit Finance Services Ltd. ,uncr,israel,xtae,insurance brokering
Unex Holdings Inc. ,unex,united states,ootc,technical services
Unga Group Ltd. ,unga,kenya,xnai,food products
Unggul Indah Cahaya ,unic,indonesia,xidx,chemicals
Uni Abex Alloy Products Ltd. ,504605,india,xbom,iron/steel
Uni Chem Co. Ltd. ,011330,south korea,xkrx,clothing
Uni-Asia Group Ltd. ,chj,singapore,xses,finance companies
Unibail-Rodamco-Westfield N.V. ,unblf,united states,ootc,retail reits
Unibail-Rodamco-Westfield SE ,urw,italy,xmil,retail reits
